Account length,International plan,Voice mail plan,Number vmail messages,Total day minutes,Total day calls,Total day charge,Total eve minutes,Total eve calls,Total eve charge,Total night minutes,Total night calls,Total night charge,Total intl minutes,Total intl calls,Total intl charge,Customer service calls,total_minutes,total_charges,high_service_calls,intl_usage_ratio,Churn
0.03330279499438353,-0.33141910885730924,-0.6077005313260176,-0.5831425816831967,1.6883803564849962,-1.0090290553349963,1.6886572965979703,-0.5621701772898731,1.639850726477578,-0.5622320105199171,-0.6241701046792835,0.23820763541579923,-0.6259438373698996,0.025481256859449318,0.2143881457824011,0.023442665102581937,-0.43470155135945476,0.3404153255705162,1.1092261966821284,-0.5179697702828122,-0.20646386257509222,0
1.4230130231229974,-0.33141910885730924,-0.6077005313260176,-0.5831425816831967,1.1184321417350898,-1.6554532352962743,1.1179471798715146,-0.9328622021703216,-0.11155782419379612,-0.9317787058745856,0.9468265877257336,-1.4668830551238268,0.9489806463412297,-0.010095717354268225,0.6239540300190309,-0.01608786112892788,0.3268298434625318,0.6667226275472244,0.7963991290771173,-0.5179697702828122,-0.36454906782320357,0
-0.5478487549503095,-0.33141910885730924,-0.6077005313260176,-0.5831425816831967,-0.6559697436675297,-0.5117796861340133,-0.6560281829569147,-1.2684360352199906,-0.46183953432807096,-1.2691909059810222,0.2262942701565155,1.4782735921718908,0.22714025797362875,0.986059560629809,-0.1951777384542287,0.9853521367359938,-0.43470155135945476,-0.9451040453041574,-0.9772355481621972,-0.5179697702828122,1.3916733082013344,0
0.7913265557918093,-0.33141910885730924,-0.6077005313260176,-0.5831425816831967,-0.17824615913605507,0.3335442415076578,-0.17862808531501326,0.16750780852743083,1.0393677948188211,0.1676800958327826,0.1022682154929613,-1.1051971510699667,0.10027134123023185,0.4524049474240535,-1.0143095069274883,0.45827845364919284,-0.43470155135945476,0.059002652389263506,-0.03211861967069659,-0.5179697702828122,0.2670682765030367,0
-0.14356941585834915,-0.33141910885730924,-0.6077005313260176,-0.5831425816831967,1.0796977970433486,-1.7549031091364709,1.079972172104545,-0.26561655738551454,-0.11155782419379612,-0.2661355900183502,-0.21468725753612092,0.7549017840641707,-0.21471355551199348,0.5591358700652049,-0.1951777384542287,0.5636931902665532,1.8498926331065049,0.38968991815089127,0.8276818358376181,1.9306145983268457,0.18890231596674908,0
-1.002663011428765,-0.33141910885730924,-0.6077005313260176,-0.5831425816831967,-2.4820174219924707,0.38326917842775615,-2.4820835564371877,-0.9660293833438351,-1.3125236875113098,-0.9662085222119771,-0.9450629127770497,-0.33015592809740946,-0.9453035243446565,-0.15240361420913587,0.6239540300190309,-0.14785628190062824,0.3268298434625318,-2.545980808693233,-2.7831008929729366,-0.5179697702828122,1.6639760290490233,0
0.589186886245829,-0.33141910885730924,-0.6077005313260176,-0.5831425816831967,0.16482946527650952,-1.1582038660952911,0.16531698503153833,-0.3670691115633213,1.139448283428614,-0.36712971794136506,0.3404769871483585,1.3749347624422166,0.34088480401943244,-1.4687516601166666,0.6239540300190309,-1.4655404896176307,-0.43470155135945476,0.03600784251842278,-0.0387543453471672,-0.5179697702828122,-1.3000769292376413,0
1.1450709774972747,-0.33141910885730924,1.6455473517819297,1.7923243094533214,-0.4715204832306669,-1.0090290553349963,-0.47157814523163455,-0.2987837385590281,-0.46183953432807096,-0.29827008526658233,-1.03759028689113,0.34154646514547354,-1.0371741192278057,-0.721635201628609,-0.1951777384542287,-0.7276373332961092,1.0883612382845183,-1.0469382033036,-0.8122903670613728,1.9306145983268457,-0.2078439781706721,0
-0.8005233418827848,-0.33141910885730924,-0.6077005313260176,-0.5831425816831967,0.28656597716483884,-0.462054749213915,0.28683700988584104,1.1839843609627658,-2.1632078406945485,1.1845073383304108,0.05698886220309274,-0.536833587556758,0.05652343890492286,0.4168279732103366,0.2143881457824011,0.418747927417683,-1.1962329461814414,0.8791508711159525,0.782179716913254,-0.5179697702828122,-0.1324066422062832,0
-2.3165708634776365,-0.33141910885730924,1.6455473517819297,2.3119576918894347,0.637019571994878,0.38326917842775615,0.637292081563873,-0.6167984756933078,0.7391263289894427,-0.6173197166597432,-0.2205932601391475,0.8582406137938451,-0.21908834574452507,-0.04567269156798514,-0.6047436226908585,-0.042441545283267955,-0.43470155135945476,-0.092106098190553,0.2513216627956605,-0.5179697702828122,-0.07120757153260296,0
-0.01723212239211152,-0.33141910885730924,-0.6077005313260176,-0.5831425816831967,1.2586135796671059,0.8307936107086409,1.2589972087202588,-1.3815946533413908,-0.2616785571084853,-1.381661639349834,-1.311235074164685,1.2715959327125423,-1.3127859038772531,-1.1841358664069301,-1.0143095069274883,-1.18882680599706,-0.43470155135945476,-0.7939952947243409,0.1593694641360068,-0.5179697702828122,-0.7714868928940624,0
-0.7247209658030422,-0.33141910885730924,-0.6077005313260176,-0.5831425816831967,0.006203101300807669,0.6318938630282477,0.0058219524102668075,-0.995294543202818,0.5890055960747536,-0.9960476963710495,-0.6438567800227046,-1.1051971510699667,-0.6434429983000233,-0.15240361420913587,1.0335199142556608,-0.14785628190062824,0.3268298434625318,-0.9177292716483935,-0.5563409481118196,-0.5179697702828122,0.2734214612180992,0
-0.9268606353490224,-0.33141910885730924,-0.6077005313260176,-0.5831425816831967,0.6886653649171998,-1.1084789291751929,0.6882870919938032,0.19872397904367903,0.7391263289894427,0.19981459108101476,-0.41549134603901755,0.8065711989290079,-0.4159539062084159,0.4168279732103366,0.2143881457824011,0.418747927417683,1.0883612382845183,0.3020906424524479,0.6238702614889003,1.9306145983268457,0.1188209099583443,0
-0.9773955527355175,-0.33141910885730924,-0.6077005313260176,-0.5831425816831967,-1.7202419763882277,-0.8101293076546031,-1.7204134006539724,0.7391539311062274,-0.061517579888899714,0.7392150470334807,0.7381478290854684,-1.1051971510699667,0.7389907151797457,0.8081746895612238,-1.4238753911641182,0.8140531897327835,0.3268298434625318,-0.17094544631915368,-0.9791314697840453,-0.5179697702828122,0.6912531876668829,0
-0.6741860484165472,-0.33141910885730924,-0.6077005313260176,-0.5831425816831967,0.1500735244415603,1.3280429799096238,0.15012698192475088,-0.7299570938147075,2.390454391051024,-0.7297904500285554,-0.09656720547559333,-0.33015592809740946,-0.09659421923365898,-0.40144243370515553,0.2143881457824011,-0.39821628136685866,-1.1962329461814414,-0.38665866272657284,-0.21981486023370297,-0.5179697702828122,-0.23820551861363323,0
-0.2951741680178343,-0.33141910885730924,1.6455473517819297,1.569624288409273,-0.29629368581564736,-1.0090290553349963,-0.2958081092816616,1.4434687783790798,1.7899714593922673,1.4438786214054264,3.563185740866419,2.4083230597389598,3.5651052053947163,-0.970674021124628,0.2143881457824011,-0.96482049068517,0.3268298434625318,2.5862417562893922,1.0409730182955796,-0.5179697702828122,-1.5077900144067908,0
0.3870472166998489,-0.33141910885730924,1.6455473517819297,0.30765750249299767,0.7642895616963135,0.38326917842775615,0.7642371075277424,-0.9718824153156319,0.8892470619041319,-0.9707991643902958,-0.43124068631375484,-1.0535277362051296,-0.42907827690600836,-0.4370194079188724,0.6239540300190309,-0.4377468075983685,0.3268298434625318,-0.34504900676981215,0.14230616953936925,-0.5179697702828122,-0.28857182810372906,0
0.10910517107412611,-0.33141910885730924,-0.6077005313260176,-0.5831425816831967,1.6846913712762581,-0.11398019077322687,1.6843172957103159,0.4952775989480376,0.4889251074649607,0.4959110115825813,-0.43517802138243883,-2.086916033501873,-0.43345306713853915,-0.5081733563463062,0.2143881457824011,-0.5036310179842189,-1.1962329461814414,1.020404703179693,1.5462361305182168,-0.5179697702828122,-0.8484389674496585,1
-1.3311399744409829,-0.33141910885730924,1.6455473517819297,2.0892576708453863,0.9468943295288077,-0.41232981229381666,0.9465171448091957,-0.6480146462095561,1.0393677948188211,-0.647158890818816,1.3602467699375802,-0.6918418321512695,1.3602109281991355,-0.9350970469109111,-0.1951777384542287,-0.9384668065308298,1.0883612382845183,0.926235481803866,0.7869195209678751,1.9306145983268457,-1.1286962329708192,0
-0.8510582592692798,-0.33141910885730924,1.6455473517819297,1.643857628757289,-0.9215766786966121,0.3335442415076578,-0.9218532373257006,0.627946323642093,0.1886836416355823,0.629039634753828,1.8917870042099543,-0.3818253429622466,1.8939353365679064,1.5197141738355646,0.2143881457824011,1.525602661899965,-0.43470155135945476,0.9043356628792547,-0.025482893994226652,-0.5179697702828122,0.6573393390211493,0
0.26070992323361125,-0.33141910885730924,-0.6077005313260176,-0.5831425816831967,2.123680611115992,-0.5117796861340133,2.1237423855852486,1.8297688885176526,-1.4126041761211026,1.8294925643842108,1.16534868403771,1.0649182732531937,1.1633453677352439,0.2033661279280345,-0.6047436226908585,0.20791845418296245,-0.43470155135945476,2.942113813814322,2.878121069866821,-0.5179697702828122,-0.9001152050496232,1
1.7262225274419678,-0.33141910885730924,-0.6077005313260176,-0.5831425816831967,-0.006708346929773038,0.532443989188051,-0.007198050252693865,-0.4997378362573767,1.4897299935628887,-0.5002583411126121,0.5452184107199397,-0.43349475782708374,0.5464999449483849,-0.11682663999541895,0.6239540300190309,-0.12150259774628817,0.3268298434625318,0.015203014540041186,-0.10321568049001704,-0.5179697702828122,-0.17966938675599323,0
0.33651229931335386,-0.33141910885730924,1.6455473517819297,1.2726909270172082,-0.9326436343228238,-1.1582038660952911,-0.9327032395448349,1.7400223982834384,0.4889251074649607,1.739975041906993,-0.46864536946625535,0.496554709739985,-0.4684513889987869,0.48798192163777043,0.2143881457824011,0.4846321378035329,-0.43470155135945476,0.17726167458216452,-0.16293721157824648,-0.5179697702828122,0.23613764190416076,0
